prompt,temperature,dataset,ka_mean
"The text is for a political party in the United Kingdom and you will be asked to find out if it is left- or right-wing on issues. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",3.5,manifestos,0.7435213927379405
"The text is for a political party in the United Kingdom and you will be asked to find out if it is left- or right-wing in its discussion of economic issues. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",3.5,manifestos,0.7425719545031979
"The text is for a political party in the United Kingdom and you will be asked to find out if it is left- or right-wing in its discussion of economic issues. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",3.5,manifestos,0.7435213927379405
"The text is for a political party in the United Kingdom and you will be asked to find out if it is left- or right-wing on economic concerns. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",3.5,manifestos,0.7425719545031979
"The text is for a political party in the United Kingdom and you will be asked to find out if it is left- or right-wing on economic concerns. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",3.5,manifestos,0.7435213927379405
"The text provided is a party manifesto for a political party in the United Kingdom. Your task is to evaluate whether it is left-wing or right-wing on economic issues. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",3.9,manifestos,0.7519016364440511
"The text provided is a party manifesto for a political party in the United Kingdom. Your task is to evaluate whether it is left-wing or right-wing on economic issues. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",3.9,manifestos,0.7523838835147223
"It is your job to evaluate the text if it is left-wing or right-wing. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",3.9,manifestos,0.7519016364440511
"It is your job to evaluate the text if it is left-wing or right-wing. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",3.9,manifestos,0.7523838835147223
"It is your job to evaluate the text if it is left-wing or right-wing on certain economic issues. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",3.9,manifestos,0.7519016364440511
"It is your job to evaluate the text if it is left-wing or right-wing on certain economic issues. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",3.9,manifestos,0.7523838835147223
"It is your job to evaluate the text if it is left- or right-wing. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",3.9,manifestos,0.7519016364440511
"It is your job to evaluate the text if it is left- or right-wing. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",3.9,manifestos,0.7523838835147223
"It is your job to evaluate the text if it is left-wing or right-wing on different economic issues. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",3.9,manifestos,0.7519016364440511
"It is your job to evaluate the text if it is left-wing or right-wing on different economic issues. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",3.9,manifestos,0.7523838835147223
"It is your job to evaluate the text to find out if it is right or left wing. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",3.9,manifestos,0.7519016364440511
"It is your job to evaluate the text to find out if it is right or left wing. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",3.9,manifestos,0.7523838835147223
"It is your job to evaluate the text if it is left-wing or right-wing on certain economic issues of the United Kingdom. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",3.9,manifestos,0.7519016364440511
"It is your job to evaluate the text if it is left-wing or right-wing on certain economic issues of the United Kingdom. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",3.9,manifestos,0.7523838835147223
"It is your job to evaluate the text if it is left-wing or right-wing on matters of economic concern. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",3.9,manifestos,0.7519016364440511
"It is your job to evaluate the text if it is left-wing or right-wing on matters of economic concern. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",3.9,manifestos,0.7523838835147223
"It is your job to evaluate the text if it is left-wing or right-wing on certain economic issues.. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",3.9,manifestos,0.7519016364440511
"It is your job to evaluate the text if it is left-wing or right-wing on certain economic issues.. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",3.9,manifestos,0.7523838835147223
"It is your job to evaluate the text if it is left- or right-wing on economic Issues Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",3.9,manifestos,0.7519016364440511
"It is your job to evaluate the text if it is left- or right-wing on economic Issues Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",3.9,manifestos,0.7523838835147223
"It is your job to evaluate the text if it is left-wing or right-wing on certain economic issues of the party. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",3.9,manifestos,0.7519016364440511
"It is your job to evaluate the text if it is left-wing or right-wing on certain economic issues of the party. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",3.9,manifestos,0.7523838835147223
"The text provided is a party manifesto for a political party in the United Kingdom. Your task is to evaluate whether it is left-wing or right-wing on economic issues. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",4.1,manifestos,0.7149146715120422
"The text provided is a party manifesto for a political party in the United Kingdom. Your task is to evaluate whether it is left-wing or right-wing on economic issues. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",4.1,manifestos,0.7146951395137218
"The text of the political party document is presented to you as a task to evaluate, either left- or right-wing on the economic issues. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",4.1,manifestos,0.7149146715120422
"The text of the political party document is presented to you as a task to evaluate, either left- or right-wing on the economic issues. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",4.1,manifestos,0.7146951395137218
"The text of the political party document is to be evaluated on the economic side. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",4.1,manifestos,0.7149146715120422
"The text of the political party document is to be evaluated on the economic side. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",4.1,manifestos,0.7146951395137218
"The text of the political party document is presented to you as a task to evaluate, either left- or right-wing, in economic issues. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",4.1,manifestos,0.7149146715120422
"The text of the political party document is presented to you as a task to evaluate, either left- or right-wing, in economic issues. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",4.1,manifestos,0.7146951395137218
"The text of the political party document is to be evaluated on the economic issues Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",4.1,manifestos,0.7149146715120422
"The text of the political party document is to be evaluated on the economic issues Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",4.1,manifestos,0.7146951395137218
"The text of the political party document is to be evaluated on its economic leaning. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",4.1,manifestos,0.7149146715120422
"The text of the political party document is to be evaluated on its economic leaning. Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",4.1,manifestos,0.7146951395137218
"The text of the political party document is presented to you as a task to evaluate, either left- or right-wing on certain economic issues Respond with 0 for left-wing, or 1 for right-wing. Respond nothing else.",4.1,manifestos,0.7149146715120422
