V201549x,V202022,V201452,V201507x,V201600,V202406,V201007d,profile
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 58 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 58 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 58 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 58 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am asian.",I like to discuss politics with my family and friends.,I do not attend church.,I am 31 years old.,I am a man.,I am very interested in politics.,,"Racially, I am asian. I like to discuss politics with my family and friends. I do not attend church. I am 31 years old. I am a man. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 35 years old.,I am a man.,I am not very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 35 years old. I am a man. I am not very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 56 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 56 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am black.",I like to discuss politics with my family and friends.,I do not attend church.,I am 58 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am black. I like to discuss politics with my family and friends. I do not attend church. I am 58 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 22 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 22 years old. I am a man. I am somewhat interested in politics."
"Racially, I am native American.",,I do not attend church.,I am 54 years old.,I am a woman.,,,"Racially, I am native American. I do not attend church. I am 54 years old. I am a woman."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 49 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 49 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 68 years old.,I am a woman.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 68 years old. I am a woman. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 80 years old.,I am a woman.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 80 years old. I am a woman. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,,,I am a man.,I am not very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I am a man. I am not very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 52 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 52 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 44 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 44 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 60 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 60 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 59 years old.,I am a woman.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 59 years old. I am a woman. I am very interested in politics."
