V201549x,V202022,V201200,V201231x,V201452,V201507x,V201600,V202406,V201007d,profile
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am extremely conservative.","Politically, I am a strong Republican.",I attend church.,,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am extremely conservative. Politically, I am a strong Republican. I attend church. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",,"Ideologically, I am conservative.","Politically, I am an independent who leans Republican.",,I am 68 years old.,I am a man.,,,"Racially, I am white. Ideologically, I am conservative. Politically, I am an independent who leans Republican. I am 68 years old. I am a man."
"Racially, I am white.",I never discuss politics with my family or friends.,"Ideologically, I am conservative.","Politically, I am an independent who leans Republican.",I do not attend church.,I am 58 years old.,I am a man.,I am very interested in politics.,,"Racially, I am white. I never discuss politics with my family or friends. Ideologically, I am conservative. Politically, I am an independent who leans Republican. I do not attend church. I am 58 years old. I am a man. I am very interested in politics."
"Racially, I am hispanic.",I like to discuss politics with my family and friends.,"Ideologically, I am moderate.","Politically, I am a strong Democrat.",I attend church.,I am 67 years old.,I am a man.,I am very interested in politics.,,"Racially, I am hispanic. I like to discuss politics with my family and friends. Ideologically, I am moderate. Politically, I am a strong Democrat. I attend church. I am 67 years old. I am a man. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am slightly liberal.","Politically, I am a weak Democrat.",I do not attend church.,I am 61 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am slightly liberal. Politically, I am a weak Democrat. I do not attend church. I am 61 years old. I am a man. I am somewhat interested in politics."
,I like to discuss politics with my family and friends.,"Ideologically, I am moderate.","Politically, I am an independent.",I attend church.,I am 34 years old.,I am a woman.,I am not very interested in politics.,,"I like to discuss politics with my family and friends. Ideologically, I am moderate. Politically, I am an independent. I attend church. I am 34 years old. I am a woman. I am not very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am moderate.","Politically, I am a weak Democrat.",I attend church.,I am 80 years old.,I am a woman.,I am not very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am moderate. Politically, I am a weak Democrat. I attend church. I am 80 years old. I am a woman. I am not very interested in politics."
"Racially, I am white.",,"Ideologically, I am slightly conservative.","Politically, I am a strong Republican.",I do not attend church.,I am 45 years old.,I am a man.,,,"Racially, I am white. Ideologically, I am slightly conservative. Politically, I am a strong Republican. I do not attend church. I am 45 years old. I am a man."
"Racially, I am asian.",I like to discuss politics with my family and friends.,,"Politically, I am a weak Republican.",I do not attend church.,I am 30 years old.,I am a man.,I am not very interested in politics.,,"Racially, I am asian. I like to discuss politics with my family and friends. Politically, I am a weak Republican. I do not attend church. I am 30 years old. I am a man. I am not very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am conservative.","Politically, I am a weak Republican.",I attend church.,I am 80 years old.,I am a woman.,I am not very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am conservative. Politically, I am a weak Republican. I attend church. I am 80 years old. I am a woman. I am not very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am slightly conservative.","Politically, I am an independent who leans Republican.",I attend church.,I am 60 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am slightly conservative. Politically, I am an independent who leans Republican. I attend church. I am 60 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am conservative.","Politically, I am an independent who leans Republican.",I attend church.,I am 76 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am conservative. Politically, I am an independent who leans Republican. I attend church. I am 76 years old. I am a man. I am somewhat interested in politics."
"Racially, I am asian.",I never discuss politics with my family or friends.,"Ideologically, I am conservative.","Politically, I am a strong Republican.",I attend church.,I am 47 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am asian. I never discuss politics with my family or friends. Ideologically, I am conservative. Politically, I am a strong Republican. I attend church. I am 47 years old. I am a man. I am somewhat interested in politics."
