codingid,coderid,manifestoid,sentenceid,code,scale,party,year,source,sentence_text,sentence_context,uid
370516937,1.93e+07,Con 1987,10000581,NA,None,Conservatives,1987,Crowd,This Government is modernising our own independent deterrent.,"We gave a lead in NATO and installed Cruise missiles. Today, as a result, the Soviet Union is at last prepared to negotiate to remove its own missiles targeted against us. THIS GOVERNMENT IS MODERNISING OUR OWN INDEPENDENT DETERRENT. Today Britain retains an independent influence in arms control negotiations between the superpowers. By such steadfastness, we have not only rebuilt our economy and re-established our world reputation",UID7753
44093,Mik,LD 1997,50000541,NA,None,Liberal Democrats,1997,Experts,We will ensure that those in early years education are supervised by qualified staff.,"Promote high standards in early years education. We will set minimum standards for care, curriculum and premises. WE WILL ENSURE THAT THOSE IN EARLY YEARS EDUCATION ARE SUPERVISED BY QUALIFIED STAFF. Provide choice in early years education. We will scrap the bureaucratic voucher scheme.",UID99
370529490,1.10e+07,Lab 2010,1180006041,NA,None,Labour,2010,Crowd,"Everyone with a long-term condition, such as those with diabetes, will have the right to a care plan and an individual budget.","We will offer more personal healthcare. All cancer patients will be offered one-to-one dedicated nursing for the duration of their care and we will work with Marie Curie Cancer Care and other providers to guarantee everyone who wants it the opportunity to receive palliative care in their own home at the end of their lives. EVERYONE WITH A LONG-TERM CONDITION, SUCH AS THOSE WITH DIABETES, WILL HAVE THE RIGHT TO A CARE PLAN AND AN INDIVIDUAL BUDGET. All women will have the right, wherever it is safe, to a home-birth, and every expectant mother will have a named midwife providing continuity of care. More mums and dads will be offered single rooms if they need to stay in hospital overnight, and post-natal care will be further expanded so that every area of the country has a Family Nurse Partnership, supporting families in greatest need.",UID10475
45750,Iulia,Con 1997,40005471,-2,Economic,Conservatives,1997,Experts,and £8 billion in investment on London Transport.,The government has invested record amounts on transport - more than £26 billion since 1979 in investment on motorways and trunk roads £16 billion in investment on railways AND £8 BILLION IN INVESTMENT ON LONDON TRANSPORT. Privatisation is delivering better services at lower costs. BT's main prices are down by more than 40% in real terms.,UID16807
341604841,1.98e+07,LD 1997,50008721,NA,None,Liberal Democrats,1997,Crowd,"Every vote we get and every seat we win will ensure that in the next Parliament, Britain, can at last face, up to the challenge, as we enter the next millennium.","And with your support we believe we can make a difference too. Every vote we receive is a vote for better education, the modern isation of our politics, a cleaner environment, a better health service and more crime free communities. EVERY VOTE WE GET AND EVERY SEAT WE WIN WILL ENSURE THAT IN THE NEXT PARLIAMENT, BRITAIN, CAN AT LAST FACE, UP TO THE CHALLENGE, AS WE ENTER THE NEXT MILLENNIUM.",UID11621
370522823,1.10e+07,Lab 2001,1120002051,1,Social,Labour,2001,Crowd,"6,000 extra police recruits, raising police numbers to their highest ever level, with strong local leadership and proper rewards for those on the frontline Investment and reform","10,000 more teachers. Invest in further rapid promotion and rewards for classroom excellence, more classroom assistants and help with housing costs in high-cost areas 6,000 EXTRA POLICE RECRUITS, RAISING POLICE NUMBERS TO THEIR HIGHEST EVER LEVEL, WITH STRONG LOCAL LEADERSHIP AND PROPER REWARDS FOR THOSE ON THE FRONTLINE INVESTMENT AND REFORM Renewing public services: education reform. New Labour believes that schools need a step change in reform to make quality education open to all. We plan a radical improvement in secondary schools, building on our success in primary schools.",UID13210
204715688,8968750,LD 1997,50006871,-1,Social,Liberal Democrats,1997,Crowd,We will strengthen the civil law remedies for domestic violence and improve the treatment of rape victims by the court system.,We will set targets for the expansion of facilities which enable women to consult female health professionals. Make the legal system fairer to women. WE WILL STRENGTHEN THE CIVIL LAW REMEDIES FOR DOMESTIC VIOLENCE AND IMPROVE THE TREATMENT OF RAPE VICTIMS BY THE COURT SYSTEM. We will seek to improve the provision of refuge places for victims of domestic violence. Enhance the role of women in public life.,UID3290
12942,Pablo,Lab 1997,60000141,NA,None,Labour,1997,Experts,"I want a Britain that does not shuffle into the new millennium afraid of the future, but strides into it with confidence.","But I believe Britain can and must be better: better schools, better hospitals, better ways of tackling crime, of building a modern welfare state, of equipping ourselves for a new world economy. I want a Britain that is one nation, with shared values and purpose, where merit comes before privilege, run for the many not the few, strong and sure of itself at home and abroad. I WANT A BRITAIN THAT DOES NOT SHUFFLE INTO THE NEW MILLENNIUM AFRAID OF THE FUTURE, BUT STRIDES INTO IT WITH CONFIDENCE. I want to renew our country's faith in the ability of its government and politics to deliver this new Britain. I want to do it by making a limited set of important promises and achieving them.",UID3796
204714647,3773194,Con 1997,40009421,-1,Social,Conservatives,1997,Crowd,"We will ensure that, while genuine asylum seekers are treated sympathetically, people do not abuse these provisions to avoid normal immigration controls.","The maximum penalty will be 6 months in prison. Firm, but fair, immigration controls underpin good race relations. WE WILL ENSURE THAT, WHILE GENUINE ASYLUM SEEKERS ARE TREATED SYMPATHETICALLY, PEOPLE DO NOT ABUSE THESE PROVISIONS TO AVOID NORMAL IMMIGRATION CONTROLS. A World Leader In Sports, Arts and Culture. Britain is enjoying a cultural renaissance. British music, films, television, fashion, art and food are winning plaudits the world oven.",UID14872
334665775,2.12e+07,Con 1987,10003431,1,Economic,Conservatives,1987,Crowd,"If Labour's tax regime were still in force, the family man on average earnings would today be paying more than £500 per year in extra income tax: a headmaster married to a nurse would be paying more than £1,300 extra","high taxation prevents them doing so. That is why we have: cut the basic rate of tax from 33p to 27p in the £, and increased the personal allowances (the starting point for paying tax) by 22 per cent more than inflation. IF LABOUR'S TAX REGIME WERE STILL IN FORCE, THE FAMILY MAN ON AVERAGE EARNINGS WOULD TODAY BE PAYING MORE THAN £500 PER YEAR IN EXTRA INCOME TAX: A HEADMASTER MARRIED TO A NURSE WOULD BE PAYING MORE THAN £1,300 EXTRA reduced sharply the absurd top rates of tax inherited from Labour which were causing so many of our most talented people to work abroad increased greatly the tax relief for charitable donations.",UID1770
39830,Pablo,Lab 2001,1120008751,NA,None,Labour,2001,Experts,Such issues are rightly a matter for a free vote and we will give the new House of Commons an early opportunity to express its view.,The House of Commons elected in 1997 made clear its wish to ban fox-hunting. The House of Lords took a different view (and reform has been blocked). SUCH ISSUES ARE RIGHTLY A MATTER FOR A FREE VOTE AND WE WILL GIVE THE NEW HOUSE OF COMMONS AN EARLY OPPORTUNITY TO EXPRESS ITS VIEW. We will then enable Parliament to reach a conclusion on this issue. If the issue continues to be blocked we will look at how the disagreement can be resolved.,UID12633
24498,Sebestian,Lab 1992,1090006191,NA,None,Labour,1992,Experts,"Nearly 100,000 lobs have already been lost during the past two years and 123,000 more are in danger.","We will provide whatever resources are needed for effective defence for our country, providing the necessary level of forces with the appropriate equipment and weapons. Unlike the Tories, we recognise that disarmament negotiations and technological change can bring about problems for our defence industries. NEARLY 100,000 LOBS HAVE ALREADY BEEN LOST DURING THE PAST TWO YEARS AND 123,000 MORE ARE IN DANGER. Selling more arms to poor countries is not an acceptable or effective way of maintaining Britain's defence industries. We will stop sales to countries which might use them for internal repression or international aggression.",UID9183
334314373,2.13e+07,Lab 1997,60007411,NA,None,Labour,1997,Crowd,buses;,"Road transport. A balanced transport system must cater for all the familiar modes of transport: cars - whether owned, leased or shared; taxis; BUSES; bicycles and motorcycles. All needs must be addressed in transport planning to ensure the best mix of all types of transport, offer quality public transport wherever possible and help to protect the environment.",UID11252
